filename,width,height,class,ymin,ymax,xmin,xmax
PRINGLESCEBOLLA_1_view_1_pose_47_lit_3_full.jpg,160,120,cebolla,43,72,44,117,
PRINGLESCEBOLLA_1_view_1_pose_47_lit_4_full.jpg,160,120,cebolla,43,72,44,117,
PRINGLESCEBOLLA_1_view_1_pose_47_lit_5_full.jpg,160,120,cebolla,43,72,44,117,
PRINGLESCEBOLLA_1_view_1_pose_48_lit_1_full.jpg,160,120,cebolla,44,72,42,118,
PRINGLESCEBOLLA_1_view_1_pose_48_lit_2_full.jpg,160,120,cebolla,44,72,42,118,
PRINGLESCEBOLLA_1_view_1_pose_48_lit_3_full.jpg,160,120,cebolla,44,72,42,118,
PRINGLESCEBOLLA_1_view_1_pose_48_lit_4_full.jpg,160,120,cebolla,44,72,42,118,
PRINGLESCEBOLLA_1_view_1_pose_48_lit_5_full.jpg,160,120,cebolla,44,72,42,118,
PRINGLESCEBOLLA_1_view_1_pose_49_lit_1_full.jpg,160,120,cebolla,37,77,43,118,
PRINGLESCEBOLLA_1_view_1_pose_49_lit_2_full.jpg,160,120,cebolla,37,77,43,118,
PRINGLESCEBOLLA_1_view_1_pose_49_lit_3_full.jpg,160,120,cebolla,37,77,43,118,
PRINGLESCEBOLLA_1_view_1_pose_49_lit_4_full.jpg,160,120,cebolla,37,77,43,118,
PRINGLESCEBOLLA_1_view_1_pose_49_lit_5_full.jpg,160,120,cebolla,37,77,43,118,
PRINGLESCEBOLLA_1_view_1_pose_4_lit_1_full.jpg,160,120,cebolla,21,96,55,106,
PRINGLESCEBOLLA_1_view_1_pose_4_lit_2_full.jpg,160,120,cebolla,21,96,55,106,
PRINGLESCEBOLLA_1_view_1_pose_4_lit_3_full.jpg,160,120,cebolla,21,96,55,106,
PRINGLESCEBOLLA_1_view_1_pose_4_lit_4_full.jpg,160,120,cebolla,21,96,55,106,
PRINGLESCEBOLLA_1_view_1_pose_4_lit_5_full.jpg,160,120,cebolla,21,96,55,106,
PRINGLESCEBOLLA_1_view_1_pose_50_lit_1_full.jpg,160,120,cebolla,28,70,51,148,
PRINGLESCEBOLLA_1_view_1_pose_50_lit_2_full.jpg,160,120,cebolla,28,70,51,148,
PRINGLESCEBOLLA_1_view_1_pose_50_lit_3_full.jpg,160,120,cebolla,28,70,51,148,
PRINGLESCEBOLLA_1_view_1_pose_50_lit_4_full.jpg,160,120,cebolla,28,70,51,148,
PRINGLESCEBOLLA_1_view_1_pose_50_lit_5_full.jpg,160,120,cebolla,28,70,51,148,
PRINGLESCEBOLLA_1_view_1_pose_51_lit_1_full.jpg,160,120,cebolla,42,74,42,117,
PRINGLESCEBOLLA_1_view_1_pose_51_lit_2_full.jpg,160,120,cebolla,42,74,42,117,
PRINGLESCEBOLLA_1_view_1_pose_51_lit_3_full.jpg,160,120,cebolla,42,74,42,117,
PRINGLESCEBOLLA_1_view_1_pose_51_lit_4_full.jpg,160,120,cebolla,42,74,42,117,
PRINGLESCEBOLLA_1_view_1_pose_51_lit_5_full.jpg,160,120,cebolla,42,74,42,117,
PRINGLESCEBOLLA_1_view_1_pose_52_lit_1_full.jpg,160,120,cebolla,45,78,42,118,
PRINGLESCEBOLLA_1_view_1_pose_52_lit_2_full.jpg,160,120,cebolla,45,78,42,117,
PRINGLESCEBOLLA_1_view_1_pose_52_lit_3_full.jpg,160,120,cebolla,45,78,42,117,
PRINGLESCEBOLLA_1_view_1_pose_52_lit_4_full.jpg,160,120,cebolla,45,78,42,117,
PRINGLESCEBOLLA_1_view_1_pose_52_lit_5_full.jpg,160,120,cebolla,45,78,42,117,
PRINGLESCEBOLLA_1_view_1_pose_53_lit_1_full.jpg,160,120,cebolla,30,99,21,133,
PRINGLESCEBOLLA_1_view_1_pose_53_lit_2_full.jpg,160,120,cebolla,30,99,21,133,
PRINGLESCEBOLLA_1_view_1_pose_53_lit_3_full.jpg,160,120,cebolla,30,99,21,133,
PRINGLESCEBOLLA_1_view_1_pose_53_lit_4_full.jpg,160,120,cebolla,30,99,21,133,
PRINGLESCEBOLLA_1_view_1_pose_53_lit_5_full.jpg,160,120,cebolla,30,99,21,133,
PRINGLESCEBOLLA_1_view_1_pose_54_lit_1_full.jpg,160,120,cebolla,42,72,47,114,
PRINGLESCEBOLLA_1_view_1_pose_54_lit_2_full.jpg,160,120,cebolla,42,72,47,114,
PRINGLESCEBOLLA_1_view_1_pose_54_lit_3_full.jpg,160,120,cebolla,42,72,47,114,
PRINGLESCEBOLLA_1_view_1_pose_54_lit_4_full.jpg,160,120,cebolla,42,72,47,114,
PRINGLESCEBOLLA_1_view_1_pose_54_lit_5_full.jpg,160,120,cebolla,42,72,47,114,
PRINGLESCEBOLLA_1_view_1_pose_55_lit_1_full.jpg,160,120,cebolla,41,98,53,136,
PRINGLESCEBOLLA_1_view_1_pose_55_lit_2_full.jpg,160,120,cebolla,41,98,53,136,
PRINGLESCEBOLLA_1_view_1_pose_55_lit_3_full.jpg,160,120,cebolla,41,98,53,136,
PRINGLESCEBOLLA_1_view_1_pose_55_lit_4_full.jpg,160,120,cebolla,41,98,53,136,
PRINGLESCEBOLLA_1_view_1_pose_55_lit_5_full.jpg,160,120,cebolla,41,98,53,136,
PRINGLESCEBOLLA_1_view_1_pose_56_lit_1_full.jpg,160,120,cebolla,46,73,44,117,
PRINGLESCEBOLLA_1_view_1_pose_56_lit_2_full.jpg,160,120,cebolla,46,73,44,117,
PRINGLESCEBOLLA_1_view_1_pose_56_lit_3_full.jpg,160,120,cebolla,46,73,45,117,
PRINGLESCEBOLLA_1_view_1_pose_56_lit_4_full.jpg,160,120,cebolla,46,73,45,117,
PRINGLESCEBOLLA_1_view_1_pose_56_lit_5_full.jpg,160,120,cebolla,46,73,44,117,
PRINGLESCEBOLLA_1_view_1_pose_57_lit_1_full.jpg,160,120,cebolla,39,101,52,136,
PRINGLESCEBOLLA_1_view_1_pose_57_lit_2_full.jpg,160,120,cebolla,39,101,52,136,
PRINGLESCEBOLLA_1_view_1_pose_57_lit_3_full.jpg,160,120,cebolla,39,101,52,136,
PRINGLESCEBOLLA_1_view_1_pose_57_lit_4_full.jpg,160,120,cebolla,39,101,52,136,
PRINGLESCEBOLLA_1_view_1_pose_57_lit_5_full.jpg,160,120,cebolla,39,101,52,136,
PRINGLESCEBOLLA_1_view_1_pose_58_lit_1_full.jpg,160,120,cebolla,43,72,46,116,
PRINGLESCEBOLLA_1_view_1_pose_58_lit_2_full.jpg,160,120,cebolla,43,72,46,116,
PRINGLESCEBOLLA_1_view_1_pose_58_lit_3_full.jpg,160,120,cebolla,43,72,46,116,
PRINGLESCEBOLLA_1_view_1_pose_58_lit_4_full.jpg,160,120,cebolla,43,72,46,116,
PRINGLESCEBOLLA_1_view_1_pose_58_lit_5_full.jpg,160,120,cebolla,43,72,46,116,
PRINGLESCEBOLLA_1_view_1_pose_59_lit_1_full.jpg,160,120,cebolla,40,98,29,136,
PRINGLESCEBOLLA_1_view_1_pose_59_lit_2_full.jpg,160,120,cebolla,40,98,29,136,
PRINGLESCEBOLLA_1_view_1_pose_59_lit_3_full.jpg,160,120,cebolla,40,98,29,136,
PRINGLESCEBOLLA_1_view_1_pose_59_lit_4_full.jpg,160,120,cebolla,40,98,29,136,
PRINGLESCEBOLLA_1_view_1_pose_59_lit_5_full.jpg,160,120,cebolla,40,98,29,136,
PRINGLESCEBOLLA_1_view_1_pose_5_lit_1_full.jpg,160,120,cebolla,20,98,60,101,
PRINGLESCEBOLLA_1_view_1_pose_5_lit_2_full.jpg,160,120,cebolla,20,98,60,101,
PRINGLESCEBOLLA_1_view_1_pose_5_lit_3_full.jpg,160,120,cebolla,20,98,60,101,
PRINGLESCEBOLLA_1_view_1_pose_5_lit_4_full.jpg,160,120,cebolla,20,98,60,101,
PRINGLESCEBOLLA_1_view_1_pose_5_lit_5_full.jpg,160,120,cebolla,20,98,60,101,
PRINGLESCEBOLLA_1_view_1_pose_60_lit_1_full.jpg,160,120,cebolla,47,77,47,108,
PRINGLESCEBOLLA_1_view_1_pose_60_lit_2_full.jpg,160,120,cebolla,47,77,47,108,
PRINGLESCEBOLLA_1_view_1_pose_60_lit_3_full.jpg,160,120,cebolla,47,77,47,113,
PRINGLESCEBOLLA_1_view_1_pose_60_lit_4_full.jpg,160,120,cebolla,47,77,47,108,
PRINGLESCEBOLLA_1_view_1_pose_60_lit_5_full.jpg,160,120,cebolla,47,77,47,113,
PRINGLESCEBOLLA_1_view_1_pose_61_lit_1_full.jpg,160,120,cebolla,44,75,51,111,
PRINGLESCEBOLLA_1_view_1_pose_61_lit_2_full.jpg,160,120,cebolla,45,75,51,108,
PRINGLESCEBOLLA_1_view_1_pose_61_lit_3_full.jpg,160,120,cebolla,45,75,51,108,
PRINGLESCEBOLLA_1_view_1_pose_61_lit_4_full.jpg,160,120,cebolla,45,75,51,108,
PRINGLESCEBOLLA_1_view_1_pose_61_lit_5_full.jpg,160,120,cebolla,45,75,51,108,
PRINGLESCEBOLLA_1_view_1_pose_62_lit_1_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_62_lit_2_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_62_lit_3_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_62_lit_4_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_62_lit_5_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_63_lit_1_full.jpg,160,120,cebolla,41,95,64,140,
PRINGLESCEBOLLA_1_view_1_pose_63_lit_2_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_63_lit_3_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_63_lit_4_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_63_lit_5_full.jpg,160,120,cebolla,41,95,55,140,
PRINGLESCEBOLLA_1_view_1_pose_64_lit_1_full.jpg,160,120,cebolla,27,82,34,142,
PRINGLESCEBOLLA_1_view_1_pose_64_lit_2_full.jpg,160,120,cebolla,27,82,34,142,
PRINGLESCEBOLLA_1_view_1_pose_64_lit_3_full.jpg,160,120,cebolla,27,82,34,142,
PRINGLESCEBOLLA_1_view_1_pose_64_lit_4_full.jpg,160,120,cebolla,27,82,34,142,
PRINGLESCEBOLLA_1_view_1_pose_64_lit_5_full.jpg,160,120,cebolla,27,82,34,142,
PRINGLESCEBOLLA_1_view_1_pose_65_lit_1_full.jpg,160,120,cebolla,27,80,60,136,
PRINGLESCEBOLLA_1_view_1_pose_65_lit_2_full.jpg,160,120,cebolla,27,81,60,143,
PRINGLESCEBOLLA_1_view_1_pose_65_lit_3_full.jpg,160,120,cebolla,27,81,60,143,
PRINGLESCEBOLLA_1_view_1_pose_65_lit_4_full.jpg,160,120,cebolla,27,80,60,136,
PRINGLESCEBOLLA_1_view_1_pose_65_lit_5_full.jpg,160,120,cebolla,27,80,60,136,
PRINGLESCEBOLLA_1_view_1_pose_66_lit_1_full.jpg,160,120,cebolla,43,72,48,115,
PRINGLESCEBOLLA_1_view_1_pose_66_lit_2_full.jpg,160,120,cebolla,43,72,48,115,
PRINGLESCEBOLLA_1_view_1_pose_66_lit_3_full.jpg,160,120,cebolla,43,72,48,115,
PRINGLESCEBOLLA_1_view_1_pose_66_lit_4_full.jpg,160,120,cebolla,43,72,48,115,
PRINGLESCEBOLLA_1_view_1_pose_66_lit_5_full.jpg,160,120,cebolla,43,72,48,115,
PRINGLESCEBOLLA_1_view_1_pose_67_lit_1_full.jpg,160,120,cebolla,39,98,33,131,
PRINGLESCEBOLLA_1_view_1_pose_67_lit_2_full.jpg,160,120,cebolla,39,98,33,131,
PRINGLESCEBOLLA_1_view_1_pose_67_lit_3_full.jpg,160,120,cebolla,39,98,33,131,
PRINGLESCEBOLLA_1_view_1_pose_67_lit_4_full.jpg,160,120,cebolla,39,98,33,131,
PRINGLESCEBOLLA_1_view_1_pose_67_lit_5_full.jpg,160,120,cebolla,39,98,33,131,
PRINGLESCEBOLLA_1_view_1_pose_68_lit_1_full.jpg,160,120,cebolla,47,77,50,105,
PRINGLESCEBOLLA_1_view_1_pose_68_lit_2_full.jpg,160,120,cebolla,47,77,50,105,
PRINGLESCEBOLLA_1_view_1_pose_68_lit_3_full.jpg,160,120,cebolla,47,77,50,111,
PRINGLESCEBOLLA_1_view_1_pose_68_lit_4_full.jpg,160,120,cebolla,47,77,50,110,
PRINGLESCEBOLLA_1_view_1_pose_68_lit_5_full.jpg,160,120,cebolla,47,77,50,105,
PRINGLESCEBOLLA_1_view_1_pose_69_lit_1_full.jpg,160,120,cebolla,41,99,40,117,
PRINGLESCEBOLLA_1_view_1_pose_69_lit_2_full.jpg,160,120,cebolla,41,99,40,117,
PRINGLESCEBOLLA_1_view_1_pose_69_lit_3_full.jpg,160,120,cebolla,41,99,40,118,
PRINGLESCEBOLLA_1_view_1_pose_69_lit_4_full.jpg,160,120,cebolla,41,99,40,117,
PRINGLESCEBOLLA_1_view_1_pose_69_lit_5_full.jpg,160,120,cebolla,41,99,40,118,
PRINGLESCEBOLLA_1_view_1_pose_6_lit_1_full.jpg,160,120,cebolla,21,97,57,104,
PRINGLESCEBOLLA_1_view_1_pose_6_lit_2_full.jpg,160,120,cebolla,21,97,57,104,
PRINGLESCEBOLLA_1_view_1_pose_6_lit_3_full.jpg,160,120,cebolla,21,97,57,104,
PRINGLESCEBOLLA_1_view_1_pose_6_lit_4_full.jpg,160,120,cebolla,21,97,57,104,
PRINGLESCEBOLLA_1_view_1_pose_6_lit_5_full.jpg,160,120,cebolla,21,97,57,104,
PRINGLESCEBOLLA_1_view_1_pose_70_lit_1_full.jpg,160,120,cebolla,42,98,40,117,
PRINGLESCEBOLLA_1_view_1_pose_70_lit_2_full.jpg,160,120,cebolla,42,98,40,117,
PRINGLESCEBOLLA_1_view_1_pose_70_lit_3_full.jpg,160,120,cebolla,42,98,40,117,
PRINGLESCEBOLLA_1_view_1_pose_70_lit_4_full.jpg,160,120,cebolla,42,98,40,117,
PRINGLESCEBOLLA_1_view_1_pose_70_lit_5_full.jpg,160,120,cebolla,42,98,40,117,
PRINGLESCEBOLLA_1_view_1_pose_71_lit_1_full.jpg,160,120,cebolla,42,98,44,110,
PRINGLESCEBOLLA_1_view_1_pose_71_lit_2_full.jpg,160,120,cebolla,42,98,44,110,
PRINGLESCEBOLLA_1_view_1_pose_71_lit_3_full.jpg,160,120,cebolla,42,98,44,110,
PRINGLESCEBOLLA_1_view_1_pose_71_lit_4_full.jpg,160,120,cebolla,42,98,44,110,
PRINGLESCEBOLLA_1_view_1_pose_71_lit_5_full.jpg,160,120,cebolla,42,98,44,110,
PRINGLESCEBOLLA_1_view_1_pose_72_lit_1_full.jpg,160,120,cebolla,42,98,60,120,
PRINGLESCEBOLLA_1_view_1_pose_72_lit_2_full.jpg,160,120,cebolla,42,98,60,120,
PRINGLESCEBOLLA_1_view_1_pose_72_lit_3_full.jpg,160,120,cebolla,42,98,60,120,
PRINGLESCEBOLLA_1_view_1_pose_72_lit_4_full.jpg,160,120,cebolla,42,98,60,120,
PRINGLESCEBOLLA_1_view_1_pose_72_lit_5_full.jpg,160,120,cebolla,42,98,60,120,
PRINGLESCEBOLLA_1_view_1_pose_73_lit_1_full.jpg,160,120,cebolla,45,77,50,103,
PRINGLESCEBOLLA_1_view_1_pose_73_lit_2_full.jpg,160,120,cebolla,45,77,50,103,
PRINGLESCEBOLLA_1_view_1_pose_73_lit_3_full.jpg,160,120,cebolla,45,77,50,103,
PRINGLESCEBOLLA_1_view_1_pose_73_lit_4_full.jpg,160,120,cebolla,45,77,50,103,
PRINGLESCEBOLLA_1_view_1_pose_73_lit_5_full.jpg,160,120,cebolla,46,77,50,103,
PRINGLESCEBOLLA_1_view_1_pose_74_lit_1_full.jpg,160,120,cebolla,27,86,53,137,
PRINGLESCEBOLLA_1_view_1_pose_74_lit_2_full.jpg,160,120,cebolla,27,86,53,137,
PRINGLESCEBOLLA_1_view_1_pose_74_lit_3_full.jpg,160,120,cebolla,27,86,53,137,
PRINGLESCEBOLLA_1_view_1_pose_74_lit_4_full.jpg,160,120,cebolla,27,86,53,137,
PRINGLESCEBOLLA_1_view_1_pose_74_lit_5_full.jpg,160,120,cebolla,27,86,53,137,
PRINGLESCEBOLLA_1_view_1_pose_75_lit_1_full.jpg,160,120,cebolla,42,99,38,121,
PRINGLESCEBOLLA_1_view_1_pose_75_lit_2_full.jpg,160,120,cebolla,42,99,38,121,
PRINGLESCEBOLLA_1_view_1_pose_75_lit_3_full.jpg,160,120,cebolla,42,99,38,121,
PRINGLESCEBOLLA_1_view_1_pose_75_lit_4_full.jpg,160,120,cebolla,42,99,38,121,
PRINGLESCEBOLLA_1_view_1_pose_75_lit_5_full.jpg,160,120,cebolla,42,99,38,121,
PRINGLESCEBOLLA_1_view_1_pose_76_lit_1_full.jpg,160,120,cebolla,38,105,64,117,
PRINGLESCEBOLLA_1_view_1_pose_76_lit_2_full.jpg,160,120,cebolla,38,105,64,117,
PRINGLESCEBOLLA_1_view_1_pose_76_lit_3_full.jpg,160,120,cebolla,38,105,64,117,
PRINGLESCEBOLLA_1_view_1_pose_76_lit_4_full.jpg,160,120,cebolla,38,105,64,117,
PRINGLESCEBOLLA_1_view_1_pose_76_lit_5_full.jpg,160,120,cebolla,38,105,64,117,
PRINGLESCEBOLLA_1_view_1_pose_77_lit_1_full.jpg,160,120,cebolla,42,77,49,105,
PRINGLESCEBOLLA_1_view_1_pose_77_lit_2_full.jpg,160,120,cebolla,42,77,49,105,
PRINGLESCEBOLLA_1_view_1_pose_77_lit_3_full.jpg,160,120,cebolla,42,77,49,105,
PRINGLESCEBOLLA_1_view_1_pose_77_lit_4_full.jpg,160,120,cebolla,42,77,49,105,
PRINGLESCEBOLLA_1_view_1_pose_77_lit_5_full.jpg,160,120,cebolla,42,77,49,105,
PRINGLESCEBOLLA_1_view_1_pose_78_lit_1_full.jpg,160,120,cebolla,41,75,50,105,
PRINGLESCEBOLLA_1_view_1_pose_78_lit_2_full.jpg,160,120,cebolla,39,75,50,110,
PRINGLESCEBOLLA_1_view_1_pose_78_lit_3_full.jpg,160,120,cebolla,41,75,50,105,
PRINGLESCEBOLLA_1_view_1_pose_78_lit_4_full.jpg,160,120,cebolla,39,75,50,110,
PRINGLESCEBOLLA_1_view_1_pose_78_lit_5_full.jpg,160,120,cebolla,41,75,50,105,
PRINGLESCEBOLLA_1_view_1_pose_7_lit_1_full.jpg,160,120,cebolla,21,98,57,102,
PRINGLESCEBOLLA_1_view_1_pose_7_lit_2_full.jpg,160,120,cebolla,21,98,57,102,
PRINGLESCEBOLLA_1_view_1_pose_7_lit_3_full.jpg,160,120,cebolla,21,98,57,102,
PRINGLESCEBOLLA_1_view_1_pose_7_lit_4_full.jpg,160,120,cebolla,21,98,57,102,
PRINGLESCEBOLLA_1_view_1_pose_7_lit_5_full.jpg,160,120,cebolla,21,98,57,102,
PRINGLESCEBOLLA_1_view_1_pose_8_lit_1_full.jpg,160,120,cebolla,21,96,61,100,
PRINGLESCEBOLLA_1_view_1_pose_8_lit_2_full.jpg,160,120,cebolla,21,96,61,100,
PRINGLESCEBOLLA_1_view_1_pose_8_lit_3_full.jpg,160,120,cebolla,21,96,61,100,
PRINGLESCEBOLLA_1_view_1_pose_8_lit_4_full.jpg,160,120,cebolla,21,96,61,100,
PRINGLESCEBOLLA_1_view_1_pose_8_lit_5_full.jpg,160,120,cebolla,21,96,61,100,
PRINGLESCEBOLLA_1_view_1_pose_97_lit_1_full.jpg,160,120,cebolla,28,90,59,93,
PRINGLESCEBOLLA_1_view_1_pose_97_lit_2_full.jpg,160,120,cebolla,28,90,59,93,
PRINGLESCEBOLLA_1_view_1_pose_97_lit_3_full.jpg,160,120,cebolla,28,90,59,93,
PRINGLESCEBOLLA_1_view_1_pose_97_lit_4_full.jpg,160,120,cebolla,28,90,59,93,
PRINGLESCEBOLLA_1_view_1_pose_97_lit_5_full.jpg,160,120,cebolla,28,89,59,93,
PRINGLESCEBOLLA_1_view_1_pose_98_lit_1_full.jpg,160,120,cebolla,30,92,53,97,
PRINGLESCEBOLLA_1_view_1_pose_98_lit_2_full.jpg,160,120,cebolla,32,91,54,97,
PRINGLESCEBOLLA_1_view_1_pose_98_lit_3_full.jpg,160,120,cebolla,32,92,54,97,
PRINGLESCEBOLLA_1_view_1_pose_98_lit_4_full.jpg,160,120,cebolla,32,91,54,97,
PRINGLESCEBOLLA_1_view_1_pose_98_lit_5_full.jpg,160,120,cebolla,30,92,53,97,
PRINGLESCEBOLLA_1_view_1_pose_99_lit_1_full.jpg,160,120,cebolla,20,91,55,94,
PRINGLESCEBOLLA_1_view_1_pose_99_lit_2_full.jpg,160,120,cebolla,29,91,55,94,
PRINGLESCEBOLLA_1_view_1_pose_99_lit_3_full.jpg,160,120,cebolla,29,91,55,94,
PRINGLESCEBOLLA_1_view_1_pose_99_lit_4_full.jpg,160,120,cebolla,20,91,55,95,
PRINGLESCEBOLLA_1_view_1_pose_99_lit_5_full.jpg,160,120,cebolla,29,91,55,94,
PRINGLESCEBOLLA_1_view_1_pose_9_lit_1_full.jpg,160,120,cebolla,21,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_9_lit_2_full.jpg,160,120,cebolla,21,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_9_lit_3_full.jpg,160,120,cebolla,21,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_9_lit_4_full.jpg,160,120,cebolla,21,98,55,104,
PRINGLESCEBOLLA_1_view_1_pose_9_lit_5_full.jpg,160,120,cebolla,21,98,55,104,
PRINGLESCLASICA_1_view_1_pose_1000_lit_1_full.jpg,160,120,clasica,22,96,52,106,
PRINGLESCLASICA_1_view_1_pose_1000_lit_2_full.jpg,160,120,clasica,22,96,52,106,
PRINGLESCLASICA_1_view_1_pose_1000_lit_3_full.jpg,160,120,clasica,22,96,52,106,
PRINGLESCLASICA_1_view_1_pose_1000_lit_4_full.jpg,160,120,clasica,22,96,52,106,
PRINGLESCLASICA_1_view_1_pose_1000_lit_5_full.jpg,160,120,clasica,22,96,52,106,
PRINGLESCLASICA_1_view_1_pose_1001_lit_1_full.jpg,160,120,clasica,23,97,53,104,
PRINGLESCLASICA_1_view_1_pose_1001_lit_2_full.jpg,160,120,clasica,23,97,53,104,
PRINGLESCLASICA_1_view_1_pose_1001_lit_3_full.jpg,160,120,clasica,23,97,53,104,
PRINGLESCLASICA_1_view_1_pose_1001_lit_4_full.jpg,160,120,clasica,23,97,53,105,
PRINGLESCLASICA_1_view_1_pose_1001_lit_5_full.jpg,160,120,clasica,23,97,53,104,
PRINGLESCLASICA_1_view_1_pose_1002_lit_1_full.jpg,160,120,clasica,24,98,52,106,
PRINGLESCLASICA_1_view_1_pose_1002_lit_2_full.jpg,160,120,clasica,24,98,52,106,
PRINGLESCLASICA_1_view_1_pose_1002_lit_3_full.jpg,160,120,clasica,24,98,52,106,
PRINGLESCLASICA_1_view_1_pose_1002_lit_4_full.jpg,160,120,clasica,24,98,52,106,
PRINGLESCLASICA_1_view_1_pose_1002_lit_5_full.jpg,160,120,clasica,24,98,52,106,
PRINGLESCLASICA_1_view_1_pose_1003_lit_1_full.jpg,160,120,clasica,23,95,45,114,
PRINGLESCLASICA_1_view_1_pose_1003_lit_2_full.jpg,160,120,clasica,23,95,45,114,
PRINGLESCLASICA_1_view_1_pose_1003_lit_3_full.jpg,160,120,clasica,23,95,45,114,
PRINGLESCLASICA_1_view_1_pose_1003_lit_4_full.jpg,160,120,clasica,23,95,45,114,
PRINGLESCLASICA_1_view_1_pose_1003_lit_5_full.jpg,160,120,clasica,23,95,45,114,
PRINGLESCLASICA_1_view_1_pose_1004_lit_1_full.jpg,160,120,clasica,21,98,51,108,
PRINGLESCLASICA_1_view_1_pose_1004_lit_2_full.jpg,160,120,clasica,21,98,51,108,
PRINGLESCLASICA_1_view_1_pose_1004_lit_3_full.jpg,160,120,clasica,21,98,51,108,
PRINGLESCLASICA_1_view_1_pose_1004_lit_4_full.jpg,160,120,clasica,21,98,51,108,
PRINGLESCLASICA_1_view_1_pose_1004_lit_5_full.jpg,160,120,clasica,21,98,51,108,
PRINGLESCLASICA_1_view_1_pose_1005_lit_1_full.jpg,160,120,clasica,23,96,43,115,
PRINGLESCLASICA_1_view_1_pose_1005_lit_2_full.jpg,160,120,clasica,23,96,43,115,
PRINGLESCLASICA_1_view_1_pose_1005_lit_3_full.jpg,160,120,clasica,23,96,43,115,
PRINGLESCLASICA_1_view_1_pose_1005_lit_4_full.jpg,160,120,clasica,23,96,43,115,
PRINGLESCLASICA_1_view_1_pose_1005_lit_5_full.jpg,160,120,clasica,23,96,43,115,
PRINGLESCLASICA_1_view_1_pose_1006_lit_1_full.jpg,160,120,clasica,23,96,48,110,
PRINGLESCLASICA_1_view_1_pose_1006_lit_2_full.jpg,160,120,clasica,23,96,48,110,
PRINGLESCLASICA_1_view_1_pose_1006_lit_3_full.jpg,160,120,clasica,23,96,48,110,
PRINGLESCLASICA_1_view_1_pose_1006_lit_4_full.jpg,160,120,clasica,23,96,48,110,
PRINGLESCLASICA_1_view_1_pose_1006_lit_5_full.jpg,160,120,clasica,23,96,48,110,
PRINGLESCLASICA_1_view_1_pose_1007_lit_1_full.jpg,160,120,clasica,22,97,46,112,
PRINGLESCLASICA_1_view_1_pose_1007_lit_2_full.jpg,160,120,clasica,22,97,46,112,
PRINGLESCLASICA_1_view_1_pose_1007_lit_3_full.jpg,160,120,clasica,22,97,46,112,
PRINGLESCLASICA_1_view_1_pose_1007_lit_4_full.jpg,160,120,clasica,22,97,46,112,
PRINGLESCLASICA_1_view_1_pose_1007_lit_5_full.jpg,160,120,clasica,22,97,46,112,
PRINGLESCLASICA_1_view_1_pose_1008_lit_1_full.jpg,160,120,clasica,24,96,41,116,
PRINGLESCLASICA_1_view_1_pose_1008_lit_2_full.jpg,160,120,clasica,24,96,41,116,
PRINGLESCLASICA_1_view_1_pose_1008_lit_3_full.jpg,160,120,clasica,24,96,41,116,
PRINGLESCLASICA_1_view_1_pose_1008_lit_4_full.jpg,160,120,clasica,24,96,41,116,
PRINGLESCLASICA_1_view_1_pose_1008_lit_5_full.jpg,160,120,clasica,24,96,41,116,
PRINGLESCLASICA_1_view_1_pose_1009_lit_1_full.jpg,160,120,clasica,24,99,45,111,
PRINGLESCLASICA_1_view_1_pose_1009_lit_2_full.jpg,160,120,clasica,24,99,45,111,
PRINGLESCLASICA_1_view_1_pose_1009_lit_3_full.jpg,160,120,clasica,24,99,45,111,
PRINGLESCLASICA_1_view_1_pose_10_lit_1_full.jpg,160,120,clasica,20,99,54,105,
PRINGLESCLASICA_1_view_1_pose_10_lit_2_full.jpg,160,120,clasica,20,99,54,105,
PRINGLESCLASICA_1_view_1_pose_10_lit_3_full.jpg,160,120,clasica,20,99,54,105,
PRINGLESCLASICA_1_view_1_pose_10_lit_4_full.jpg,160,120,clasica,20,99,54,105,
PRINGLESCLASICA_1_view_1_pose_10_lit_5_full.jpg,160,120,clasica,20,99,54,105,
PRINGLESCLASICA_1_view_1_pose_114_lit_4_full.jpg,160,120,clasica,21,96,67,95,
PRINGLESCLASICA_1_view_1_pose_114_lit_5_full.jpg,160,120,clasica,21,96,67,95,
PRINGLESCLASICA_1_view_1_pose_115_lit_1_full.jpg,160,120,clasica,26,95,58,97,
PRINGLESCLASICA_1_view_1_pose_115_lit_2_full.jpg,160,120,clasica,26,95,58,97,
PRINGLESCLASICA_1_view_1_pose_115_lit_3_full.jpg,160,120,clasica,26,95,58,97,
